area,lon,lat,geometry,category,주차면수,소유주체
366.87,127.58263980000001,34.98329036,POINT (127.5826398219133 34.98329035790988),주거,46,
492.52,127.58323130000001,34.98373764,POINT (127.5832312841824 34.98373764398587),주거,46,
366.87,127.5827611,34.98307143,POINT (127.5827611310023 34.98307143183266),주거,46,
364.32,127.5840225,34.98395352,POINT (127.5840225272094 34.98395352464392),주거,46,
339.16,127.5840176,34.98259042,POINT (127.5840175719231 34.98259042113532),주거,46,
492.52,127.58242079999998,34.98348281,POINT (127.5824207910165 34.98348281058718),주거,46,
336.84,127.5843962,34.9819102,POINT (127.5843961594725 34.98191019949343),주거,46,
451.2,127.58269890000001,34.98167396,POINT (127.582698854267 34.98167396239613),주거,46,
360.96,127.5835919,34.98142901,POINT (127.5835919289199 34.98142901374374),주거,46,
451.2,127.5825044,34.98188123,POINT (127.5825043930073 34.98188123305751),주거,46,
360.96,127.5828817,34.98145934,POINT (127.5828817256773 34.98145933570652),주거,46,
451.2,127.5834682,34.981680499999996,POINT (127.5834681758725 34.98168049799384),주거,46,
336.84,127.58388640000001,34.98281875,POINT (127.5838863698362 34.98281874969019),주거,46,
336.84,127.58446459999999,34.98296141,POINT (127.5844645802994 34.98296140522807),주거,46,
339.16,127.58460649999999,34.98271766,POINT (127.5846064750402 34.98271766018264),주거,46,
336.84,127.58474450000001,34.98247139,POINT (127.5847445149565 34.9824713893225),주거,46,
339.16,127.5848815,34.9822261,POINT (127.5848814537341 34.98222610445574),주거,46,
339.16,127.584267,34.98213568,POINT (127.584267032979 34.98213567770309),주거,46,
417.12,127.5822527,34.98234402,POINT (127.5822527461397 34.98234402379029),주거,46,
211.53,127.58251340000001,34.97049171,POINT (127.5825133656886 34.97049171225404),주거,12,
488.16,127.58222659999998,34.97181645,POINT (127.5822266379377 34.97181645111575),주거,49,
373.76,127.58228419999999,34.97149715,POINT (127.5822842016889 34.97149715004736),주거,26,
800.88,127.58226950000001,34.97216704,POINT (127.5822694589511 34.97216703774893),주거,135,
666.36,127.5823152,34.97287552,POINT (127.5823151766015 34.97287552241738),주거,61,
180.02,127.5844743,34.98090324,POINT (127.5844743464725 34.98090324267459),주거,14,
254.48,127.5847197,34.97969962,POINT (127.5847196870345 34.97969961869966),주거,14,
181.4,127.5836108,34.97970138,POINT (127.5836108441421 34.97970137630479),주거,16,
422.25,127.5812156,34.96798137,POINT (127.5812156469727 34.9679813727009),주거,20,
266.95,127.5821953,34.96822131,POINT (127.5821953315513 34.96822131214706),주거,24,
557.32,127.57830609999999,34.9711704,POINT (127.5783060763588 34.97117040282515),주거,156,
761.997,127.5781653,34.97170061,POINT (127.5781652606231 34.9717006098103),주거,156,
780.08,127.59245349999999,34.975347,POINT (127.5924535299055 34.97534700344984),주거,68,
316.38,127.58930590000001,34.9781874,POINT (127.5893058620535 34.97818739662013),주거,54,
418.96,127.5892043,34.97864002,POINT (127.5892042579689 34.97864002151971),주거,54,
365.76,127.58993090000001,34.97831188,POINT (127.5899309306734 34.97831187795551),주거,54,
366.8,127.5899146,34.97862602,POINT (127.589914572103 34.97862602106604),주거,54,
748.98,127.59213829999999,34.97739679,POINT (127.5921382521618 34.97739678591291),주거,90,
420.0,127.5920805,34.97777375,POINT (127.5920805459933 34.97777374620468),주거,54,
417.12,127.5920655,34.97804499,POINT (127.5920655250514 34.97804498592247),주거,54,
312.84,127.59148429999999,34.97786532,POINT (127.5914842684905 34.97786532016617),주거,54,
270.72,127.5909527,34.97862398,POINT (127.5909527157897 34.97862397550521),주거,54,
451.2,127.5921025,34.97861595,POINT (127.5921025218604 34.9786159503658),주거,54,
360.96,127.5924945,34.97831819,POINT (127.5924945124624 34.97831818816776),주거,54,
360.96,127.5914628,34.97861291,POINT (127.5914628405293 34.97861291490752),주거,54,
541.44,127.5908863,34.97829265,POINT (127.5908863300398 34.97829265332614),주거,54,
360.96,127.5919902,34.97831724,POINT (127.5919901724295 34.978317242169),주거,54,
860.58,127.60874720000001,34.97403658,POINT (127.6087472380918 34.97403658240863),주거,137,
1127.28,127.6086513,34.97451706,POINT (127.6086512986912 34.97451706315955),주거,137,
1107.12,127.60841880000001,34.97497792,POINT (127.6084188074795 34.97497792003613),주거,137,
619.74,127.60936170000001,34.9752811,POINT (127.609361734941 34.97528109551059),주거,137,
413.16,127.6096034,34.9748485,POINT (127.6096033532296 34.97484849887077),주거,137,
619.74,127.6097299,34.97435518,POINT (127.6097298907531 34.97435517912439),주거,137,
413.16,127.60902779999999,34.97257477,POINT (127.6090278294216 34.97257476739245),주거,160,
1107.12,127.61098429999998,34.97262392,POINT (127.6109842590731 34.97262392255732),주거,160,
413.06,127.61187930000001,34.97262433,POINT (127.611879303169 34.9726243298519),주거,160,
830.34,127.6094301,34.97294674,POINT (127.6094300868202 34.97294674479311),주거,160,
573.72,127.60885549999999,34.97309724,POINT (127.6088555140712 34.97309724108327),주거,160,
830.34,127.60914440000002,34.97353583,POINT (127.6091444333275 34.97353583192438),주거,160,
573.72,127.6098976,34.97347791,POINT (127.6098975774716 34.97347791038902),주거,160,
830.34,127.61025479999999,34.97388941,POINT (127.6102548082456 34.97388940978461),주거,160,
553.56,127.61094250000001,34.9741124,POINT (127.6109424668806 34.97411240118148),주거,160,
573.72,127.6102149,34.97282489,POINT (127.6102148863069 34.97282488596548),주거,160,
1107.12,127.6106983,34.97327609,POINT (127.6106983068381 34.97327609307811),주거,160,
413.16,127.61141129999999,34.97313773,POINT (127.6114112669404 34.97313773349619),주거,160,
203.04,127.58625590000001,34.9722848,POINT (127.5862558567141 34.9722847998287),주거,22,
466.74,127.58318259999999,34.97017498,POINT (127.5831825539383 34.97017497828794),주거,26,
594.9,127.58369040000001,34.96752117,POINT (127.5836903973354 34.96752116863452),주거,67,
951.84,127.5837155,34.96702826,POINT (127.5837155052598 34.96702825915026),주거,67,
594.9,127.5838319,34.96734616,POINT (127.5838319237196 34.96734615647672),주거,67,
951.84,127.58392490000001,34.96688415,POINT (127.5839249381736 34.96688415497071),주거,67,
951.84,127.58392490000001,34.96688415,POINT (127.5839249381736 34.96688415497071),주거,67,
651.6,127.58353100000001,34.96768667,POINT (127.5835309974466 34.96768666982479),주거,67,
520.56,127.583161,34.96704713,POINT (127.5831609670898 34.967047128929),주거,67,
520.56,127.5829723,34.96721123,POINT (127.5829723185254 34.96721123227974),주거,67,
518.4,127.584382,34.96789354,POINT (127.5843819554923 34.96789354031279),주거,67,
518.4,127.5845213,34.96771802,POINT (127.5845213292742 34.96771801793606),주거,67,
518.4,127.5842416,34.96807303,POINT (127.5842415751027 34.96807302675533),주거,67,
2599.2,127.58481570000001,34.96736903,POINT (127.5848157284587 34.96736902744269),주거,67,
518.4,127.58466609999998,34.96754128,POINT (127.5846661168748 34.9675412758649),주거,67,
437.61,127.5636103,34.96592942,POINT (127.5636103282867 34.96592941521499),주거,67,
502.38,127.57079669999999,34.96800075,POINT (127.5707967329368 34.96800075315255),주거,124,
361.11,127.57240049999999,34.96493843,POINT (127.5724005428501 34.96493842760426),주거,26,
1059.21,127.56949270000001,34.96437564,POINT (127.5694926995648 34.96437564212271),주거,292,
654.18,127.570029,34.96434571,POINT (127.5700290008361 34.96434570533999),주거,185,
572.2080000000001,127.57241940000002,34.96319385,POINT (127.5724193611736 34.96319384817564),주거,94,
507.10400000000004,127.57290359999999,34.963309,POINT (127.5729036386213 34.96330899912284),주거,94,
507.10400000000004,127.5724438,34.96273339,POINT (127.5724438072677 34.96273339424189),주거,94,
689.6080000000001,127.5729535,34.96288344,POINT (127.5729535089151 34.96288344338771),주거,94,
816.8,127.57611990000001,34.96554544,POINT (127.5761198811583 34.9655454367397),주거,184,
168.57,127.57762759999999,34.96552736,POINT (127.5776276396535 34.96552736378085),주거,184,
168.57,127.57783559999999,34.96550724,POINT (127.5778355749924 34.96550724146934),주거,184,
704.36,127.5770983,34.96560791,POINT (127.5770982762429 34.96560790877753),주거,184,
759.44,127.57767849999999,34.9651981,POINT (127.5776784889648 34.96519810177563),주거,184,
1134.58,127.57613640000001,34.96507591,POINT (127.5761364455124 34.96507591021013),주거,184,
77.4,127.5783798,34.96517211,POINT (127.5783797508035 34.96517211019794),주거,184,
585.93,127.57659709999999,34.96426152,POINT (127.5765971269394 34.96426152357555),주거,64,
799.96,127.5649597,34.96930407,POINT (127.5649597455616 34.96930407485583),주거,207,
802.08,127.56561869999999,34.96862354,POINT (127.5656187019986 34.96862354415202),주거,207,
802.08,127.56404029999999,34.96951487,POINT (127.564040301111 34.96951486908193),주거,207,
802.08,127.56479440000001,34.96880934,POINT (127.564794394685 34.96880934250272),주거,207,
811.78,127.56580500000001,34.96911179,POINT (127.565805033987 34.96911179002555),주거,207,
802.08,127.5638631,34.96902016,POINT (127.5638631245973 34.96902016317378),주거,207,
631.195,127.6999121,34.99077394,POINT (127.699912062748 34.99077394001574),주거,65,
219.78,127.70616740000001,34.98102588,POINT (127.7061674304745 34.98102587991772),주거,27,
119.86,127.58686019999999,34.96882912,POINT (127.5868601854974 34.96882911821931),주거,2,개인
118.2,127.571374,34.95940006,POINT (127.5713739688082 34.95940006326519),주거,1,개인
171.3,127.5666868,34.95740825,POINT (127.5666868438628 34.95740825442237),주거,3,개인
199.95,127.5672902,34.96676378,POINT (127.5672901875211 34.96676378208177),주거,1,개인
108.0,127.5714548,34.96519288,POINT (127.5714548030833 34.96519288054116),주거,2,개인
136.08,127.5744695,34.96356778,POINT (127.5744694521203 34.96356778045816),주거,2,개인
148.17,127.57429199999999,34.96341496,POINT (127.5742919943706 34.96341495770825),주거,2,개인
146.0,127.57620779999999,34.96324235,POINT (127.5762078140653 34.96324234692234),주거,2,개인
134.04,127.57734769999999,34.96399869,POINT (127.5773476751693 34.96399869430397),주거,2,개인
105.0,127.5794142,34.96450774,POINT (127.5794142155701 34.96450774101081),주거,1,개인
136.62,127.58023290000001,34.96473869,POINT (127.5802329273173 34.96473868932495),주거,3,개인
178.2,127.56804129999999,34.9684768,POINT (127.5680412598261 34.96847679790256),주거,3,개인
147.03,127.56803490000001,34.96586053,POINT (127.5680348705313 34.96586053436042),주거,4,
100.25,127.5678011,34.96517314,POINT (127.5678011317305 34.96517313836701),주거,1,개인
103.56,127.56250520000002,34.96637462,POINT (127.562505242434 34.96637462371167),주거,1,개인
123.65,127.69361370000001,34.9419628,POINT (127.6936137405732 34.94196280260435),주거,3,개인
148.84,127.6903122,34.93953401,POINT (127.6903122170046 34.93953400992758),주거,6,
119.7,127.68619140000001,34.94087801,POINT (127.6861913895452 34.94087800829718),주거,4,
121.38,127.6861817,34.94074043,POINT (127.6861816815432 34.94074042788585),주거,3,
121.36,127.68591979999998,34.94074909,POINT (127.6859197795584 34.94074909472758),주거,4,개인
139.85,127.68571920000001,34.94055606,POINT (127.6857191757882 34.94055605624519),주거,4,
137.94,127.68680239999999,34.94172052,POINT (127.68680240151 34.94172051918417),주거,5,
138.6,127.68722009999999,34.941482,POINT (127.6872200629544 34.94148200081641),주거,13,
213.6,127.68767340000002,34.94241504,POINT (127.6876734389411 34.94241503537471),주거,4,
96.55,127.6863834,34.9426528,POINT (127.6863834364745 34.94265280098971),주거,3,
117.18,127.6865433,34.94328112,POINT (127.6865432676924 34.9432811219096),주거,8,
141.96,127.6894162,34.94918357,POINT (127.6894162142231 34.94918356530713),주거,5,
118.16,127.69709740000002,34.94828669,POINT (127.6970973706717 34.9482866859304),주거,3,
140.28,127.6978088,34.95245327,POINT (127.6978088069489 34.95245326706766),주거,5,
126.93,127.7206625,34.95907578,POINT (127.7206624838198 34.95907577763611),주거,4,
128.88,127.71731000000001,34.96530017,POINT (127.7173099532693 34.96530017071708),주거,4,
133.66,127.7176456,34.96547409,POINT (127.7176455544691 34.96547408697629),주거,3,
128.1,127.71775149999999,34.96525677,POINT (127.7177514578948 34.96525676521567),주거,4,개인
128.1,127.717848,34.96537577,POINT (127.7178480177988 34.96537577359158),주거,4,개인
125.56,127.717145,34.96428804,POINT (127.7171449890792 34.96428803639446),주거,3,개인
126.26,127.7176071,34.96454581,POINT (127.717607142785 34.96454580888934),주거,4,
120.44,127.71771820000001,34.96414472,POINT (127.7177181762044 34.96414472472244),주거,4,
120.96,127.71850590000001,34.96536473,POINT (127.7185059008747 34.96536473380355),주거,4,
95.52,127.718946,34.9635574,POINT (127.7189459616558 34.96355740368642),주거,6,
121.48,127.720265,34.96258179,POINT (127.7202649647822 34.96258179052099),주거,4,
104.04,127.7204256,34.96257113,POINT (127.7204256281555 34.9625711348407),주거,4,
124.56,127.72051119999999,34.96394002,POINT (127.7205112485196 34.96394002216112),주거,4,
118.08,127.72033130000001,34.96394484,POINT (127.720331279569 34.96394483920813),주거,4,
91.6,127.7564387,34.94260294,POINT (127.7564386634044 34.94260294476378),주거,3,개인
2078.64,127.73668470000001,34.9420875,POINT (127.7366846737063 34.94208750228963),주거,4,법인
174.51,127.5983423,34.99205597,POINT (127.5983422645707 34.99205597139047),주거,2,
172.17,127.5985221,34.99155523,POINT (127.5985220707731 34.99155523381866),주거,2,
172.17,127.5986957,34.99188482,POINT (127.5986956782144 34.99188481949156),주거,2,
172.17,127.5985078,34.991837100000005,POINT (127.5985078139937 34.99183709971732),주거,2,
174.51,127.5985485,34.99211366,POINT (127.5985485467237 34.99211366284286),주거,2,
123.47,127.59133899999999,34.98170186,POINT (127.5913390278802 34.98170186002629),주거,4,
129.0,127.5886836,34.97991034,POINT (127.5886835957773 34.97991034425949),주거,4,개인
182.4,127.5773811,34.98241452,POINT (127.5773810887185 34.98241452395051),주거,6,
182.4,127.5775199,34.98258159,POINT (127.5775198999939 34.98258159494447),주거,6,
162.9,127.5763206,34.977538700000004,POINT (127.5763206431302 34.97753869976779),주거,6,
229.82,127.5768883,34.97717802,POINT (127.5768882500857 34.97717801870785),주거,6,
229.82,127.57698229999998,34.97730649,POINT (127.5769823360676 34.9773064883591),주거,6,
164.84,127.5844507,34.97965856,POINT (127.5844506840123 34.97965855662817),주거,6,
215.78,127.5831841,34.98010845,POINT (127.5831840509802 34.9801084456229),주거,6,
187.81,127.58238270000001,34.96972489,POINT (127.5823826992912 34.96972489208932),주거,5,
158.105,127.581864,34.96857827,POINT (127.5818639529852 34.96857827041693),주거,4,
162.36,127.58196979999998,34.96875695,POINT (127.5819697558581 34.96875695035551),주거,4,
205.4,127.57678429999999,34.97357444,POINT (127.5767842850598 34.97357444358068),주거,6,
224.38,127.5808063,34.97217132,POINT (127.5808062864093 34.97217132230821),주거,6,
163.56,127.5918398,34.97549778,POINT (127.5918398364967 34.97549778330446),주거,4,
105.12,127.59199209999998,34.97551473,POINT (127.5919920802487 34.97551473282799),주거,3,
100.16,127.59214899999999,34.97555559,POINT (127.5921489797493 34.97555558876445),주거,3,개인
121.29,127.5899882,34.97503598,POINT (127.589988221837 34.97503598371102),주거,83,개인
108.74,127.58948899999999,34.97782605,POINT (127.5894889647269 34.97782605131697),주거,5,
109.26,127.5895107,34.97766578,POINT (127.5895107006516 34.97766578145963),주거,4,
323.91,127.58377469999999,34.97061052,POINT (127.5837746979017 34.97061051735457),주거,10,
697.44,127.5841347,34.9701236,POINT (127.5841346932659 34.97012360036275),주거,12,
584.62,127.58601740000002,34.97029827,POINT (127.5860173703286 34.97029827092476),주거,13,
478.47,127.58585559999999,34.97019302,POINT (127.5858556282768 34.97019302322529),주거,13,
141.72,127.58398629999999,34.96948337,POINT (127.5839862870115 34.96948336533112),주거,6,
422.25,127.5868253,34.96931238,POINT (127.5868252882775 34.96931238032442),주거,11,
169.5,127.5832496,34.96824964,POINT (127.5832495814048 34.96824964389483),주거,6,
89.16,127.58280500000001,34.968366499999995,POINT (127.5828049902799 34.9683665012731),주거,2,
103.39,127.58292900000001,34.96831206,POINT (127.5829289666475 34.96831206232856),주거,8,
89.16,127.5830132,34.96820603,POINT (127.5830132229033 34.96820602693042),주거,2,
109.5,127.5823963,34.96796991,POINT (127.5823963160648 34.96796991229139),주거,6,
109.5,127.5824815,34.96809915,POINT (127.5824815081173 34.96809914553998),주거,6,
225.03,127.5842711,34.966810200000005,POINT (127.5842710652071 34.96681019711001),주거,6,
175.68,127.5723072,34.96470109,POINT (127.5723072087759 34.96470109013645),주거,6,
209.02,127.5743408,34.96425216,POINT (127.5743407883564 34.96425215747305),주거,6,
174.61,127.56820719999999,34.96870918,POINT (127.5682071874544 34.96870917674175),주거,6,
191.88,127.56888020000001,34.96801544,POINT (127.5688801563549 34.96801543540229),주거,17,
118.08,127.73677659999998,35.05804975,POINT (127.7367765970719 35.05804974502809),주거,2,
118.08,127.73695819999999,35.05845727,POINT (127.7369582031668 35.05845726907303),주거,2,
118.08,127.73732539999999,35.05838845,POINT (127.7373253797931 35.05838845222976),주거,2,
118.08,127.7370803,35.05813618,POINT (127.737080268385 35.05813617587147),주거,2,
118.08,127.7371737,35.05859881,POINT (127.7371737382909 35.0585988062732),주거,2,
118.08,127.7374115,35.05867255,POINT (127.7374115424688 35.05867255490357),주거,2,
118.08,127.73679550000001,35.05827326,POINT (127.7367955187338 35.05827325539779),주거,2,
118.08,127.7368524,35.05784356,POINT (127.7368523687306 35.05784356399844),주거,2,
59.04,127.7372156,35.05823983,POINT (127.7372156162682 35.05823982638345),주거,2,
289.05,127.6592568,34.91048359,POINT (127.6592567726237 34.91048359298662),공공시설,1,개인
176.19,127.6736935,34.93334097,POINT (127.6736935443842 34.93334096675515),공공시설,1,국유지
417.46,127.67833059999998,34.9385355,POINT (127.6783306268706 34.93853550108091),공공시설,3,군유지
9.0,127.6479159,34.96228053,POINT (127.6479159419305 34.96228053057587),공공시설,0,법인
139.6,127.6486152,34.96250254,POINT (127.6486152176773 34.96250254344904),공공시설,1,법인
9.6,127.64868600000001,34.96258783,POINT (127.64868598082 34.96258783487929),공공시설,0,법인
522.79,127.69700060000001,34.940993799999994,POINT (127.697000573655 34.9409938046125),공공시설,5,국유지
157.1,127.6860258,34.94235176,POINT (127.686025778598 34.94235175774622),공공시설,2,국유지
255.23,127.72200579999999,34.96304244,POINT (127.7220057525034 34.9630424419013),공공시설,3,군유지
137.2,127.74723610000001,34.93531034,POINT (127.7472360905031 34.93531033881724),공공시설,1,군유지
69.96,127.742571,34.94496807,POINT (127.7425710184072 34.94496807436497),공공시설,0,기타단체
47.16,127.7673655,34.95267384,POINT (127.7673655332178 34.95267384353821),공공시설,0,군유지
36.0,127.76275759999999,34.90229154,POINT (127.7627575834134 34.90229154119262),공공시설,0,국유지
249.48,127.72344369999999,34.93755684,POINT (127.72344374559 34.93755684422716),공공시설,2,법인
300.24,127.7316074,34.93564035,POINT (127.7316074327455 34.93564034718248),공공시설,2,법인
3.0,127.5827091,34.97732499,POINT (127.5827091207124 34.97732498997168),공공시설,0,
102.3,127.5893706,34.9729862,POINT (127.5893705685265 34.97298619721653),공공시설,1,개인
387.74,127.57785770000001,34.98888246,POINT (127.5778577067179 34.98888246122237),공공시설,4,군유지
58.1,127.5807206,35.01087645,POINT (127.5807205773696 35.01087645128158),공공시설,0,국유지
61.75,127.5649269,35.05191737,POINT (127.5649269492901 35.05191737012685),공공시설,0,군유지
87.75,127.5634814,35.05792046,POINT (127.5634814201225 35.05792046063688),공공시설,0,기타단체
24.0,127.6044169,34.98911763,POINT (127.6044168555065 34.98911762583126),공공시설,0,기타단체
157.43,127.71993300000001,34.98659843,POINT (127.7199330233744 34.98659843061125),공공시설,1,군유지
391.76,127.7196902,35.01996959,POINT (127.7196902156504 35.01996958920364),공공시설,4,군유지
100.0,127.72183059999999,35.01786588,POINT (127.7218306054331 35.01786588200165),공공시설,0,기타단체
24.0,127.6825929,35.05433508,POINT (127.6825928754358 35.0543350762549),공공시설,0,기타단체
23.4,127.68026259999999,35.07604342,POINT (127.6802625661454 35.07604342239602),공공시설,0,기타단체
82.1,127.75711969999999,34.97877638,POINT (127.7571197479681 34.97877637792944),공공시설,1,군유지
2.6,127.7571942,34.97859842,POINT (127.7571941575533 34.9785984215091),공공시설,0,국유지
11.46,127.7816205,35.0112003,POINT (127.7816205485393 35.01120029629043),공공시설,0,군유지
83.46,127.770275,35.01076806,POINT (127.7702749794788 35.01076805878596),공공시설,1,군유지
89.14,127.69101670000002,35.12315828,POINT (127.6910166710933 35.12315827869391),공공시설,1,군유지
250.17,127.69108259999999,35.12329593,POINT (127.6910825716209 35.1232959342485),공공시설,2,군유지
66.1,127.69104779999999,35.12435191,POINT (127.6910477725397 35.12435190781257),공공시설,0,군유지
14.06,127.6835541,35.13640078,POINT (127.6835540675367 35.13640078374285),공공시설,0,국유지
14.06,127.6840909,35.13626504,POINT (127.6840908557858 35.13626503956691),공공시설,0,국유지
14.06,127.6839185,35.13611455,POINT (127.6839185321425 35.13611455048002),공공시설,0,국유지
314.71,127.73449540000001,34.93376047,POINT (127.7344954491562 34.93376047013946),주차장,12,법인
300.58,127.7335922,34.93426782,POINT (127.7335921555069 34.93426781718068),주차장,11,법인
220.49,127.7339116,34.93409191,POINT (127.7339116408013 34.93409191234594),주차장,9,법인
85.4,127.5882048,34.96939584,POINT (127.5882048465632 34.9693958417235),주차장,8,
497.32,127.58715,34.9744609,POINT (127.5871500008588 34.97446090280935),주차장,16,
621.4,127.58470159999999,34.96949065,POINT (127.5847016149239 34.96949064637423),주차장,22,
74.39,127.5671727,34.96752743,POINT (127.5671726820483 34.96752742797268),주차장,4,
94.75,127.5667851,34.96674101,POINT (127.5667850917816 34.96674100503955),주차장,6,개인
58.46,127.56681270000001,34.96691341,POINT (127.5668126545569 34.96691341337784),주차장,6,개인
105.3,127.56661809999999,34.96738518,POINT (127.5666180957497 34.96738517592632),주차장,4,개인
87.3,127.56657779999999,34.96729119,POINT (127.5665778017016 34.967291189463),주차장,8,개인
298.3,127.56468100000001,34.96798349,POINT (127.5646810473324 34.96798348612636),주차장,12,개인
99.6,127.56676409999999,34.96617789,POINT (127.5667640573346 34.96617789478711),주차장,6,법인
91.2,127.5665784,34.96621998,POINT (127.5665783735046 34.9662199790351),주차장,6,법인
30.6,127.7008591,34.9936589,POINT (127.7008590537516 34.99365889896629),주차장,6,개인
574.24,127.568343,34.95555549,POINT (127.5683429850529 34.95555548779237),대학교,13,법인
60.0,127.56686450000001,34.9556886,POINT (127.5668644685077 34.95568860006585),대학교,0,법인
1415.2,127.56824850000001,34.95359293,POINT (127.5682485454598 34.9535929256196),대학교,23,법인
652.14,127.5676281,34.95400201,POINT (127.5676281180887 34.9540020131715),대학교,9,법인
1327.94,127.5670794,34.95448235,POINT (127.5670793714402 34.95448235078973),대학교,22,법인
46.98,127.5644186,34.95656154,POINT (127.5644186180747 34.95656153681056),대학교,0,법인
1932.89,127.56514009999998,34.95605786,POINT (127.5651400862841 34.95605785795105),대학교,34,법인
1237.44,127.56389209999999,34.95668151,POINT (127.5638920687625 34.95668150828965),대학교,20,법인
1208.2,127.56294270000001,34.9567602,POINT (127.5629426718183 34.95676020092801),대학교,20,법인
1237.44,127.56548640000001,34.95613652,POINT (127.5654863885221 34.95613652480602),대학교,20,법인
1424.24,127.56799129999999,34.95343042,POINT (127.5679912918673 34.95343042400751),대학교,23,법인
43124.35,127.56639840000001,34.96262015,POINT (127.5663984112005 34.96262015064679),쇼핑센터,626,법인
1423.56,127.5902959,34.97046821,POINT (127.5902959147987 34.97046820525866),호텔,38,법인
355.32,127.69570690000002,34.92649389,POINT (127.6957069391424 34.92649388523773),호텔,12,개인
324.0,127.6879238,34.91998962,POINT (127.6879238214522 34.91998962346007),휴게소,1,국유지
324.0,127.68150800000001,34.91608094,POINT (127.681508049751 34.91608094220057),휴게소,1,국유지
324.0,127.68536409999999,34.91842757,POINT (127.6853640710026 34.91842756679315),휴게소,1,국유지
324.0,127.68510900000001,34.9182732,POINT (127.6851089871642 34.91827319967713),휴게소,1,국유지
324.0,127.67894879999999,34.91452274,POINT (127.6789487704292 34.91452274448824),휴게소,1,국유지
324.0,127.679349,34.91451664,POINT (127.6793490000694 34.91451664284887),휴게소,1,국유지
594.2,127.6736253,34.91074171,POINT (127.6736253150493 34.91074171201551),휴게소,3,국유지
336.84,127.6755577,34.91191128,POINT (127.675557712655 34.91191128081957),휴게소,2,국유지
309.65,127.6848104,34.96403857,POINT (127.6848103562978 34.96403856997667),휴게소,1,개인
47.6,127.6847815,34.96415221,POINT (127.6847814850483 34.96415221305828),휴게소,0,개인
629.82,127.6850743,34.94326893,POINT (127.6850742695496 34.94326893240377),기타문화및집회시설,11,법인
981.41,127.69093400000001,34.94777521,POINT (127.6909339885056 34.94777521385622),도서관,13,"시, 도유지"
425.3,127.6917601,34.95085944,POINT (127.6917600942557 34.95085943959756),기타문화및집회시설,6,종교단체
696.31,127.69691979999999,34.93617334,POINT (127.6969198160057 34.93617334183612),종합병원,33,
165.62,127.69772479999999,34.94466255,POINT (127.6977248424042 34.94466254876852),기타문화및집회시설,2,종교단체
256.15,127.69940390000001,34.93224603,POINT (127.6994038525417 34.93224602980132),기타문화및집회시설,3,종교단체
282.61,127.6977425,34.95225886,POINT (127.6977425456786 34.952258860502),기타문화및집회시설,4,종교단체
904.32,127.72725390000001,34.94662521,POINT (127.7272539277 34.94662520853429),도서관,8,법인
726.49,127.58761709999999,34.98040518,POINT (127.5876170664735 34.98040518034527),도서관,7,군유지
550.53,127.58732749999999,34.98040938,POINT (127.5873274610025 34.98040938085087),도서관,5,군유지
2384.17,127.57556809999998,34.98456744,POINT (127.5755680843473 34.98456743874162),기타문화및집회시설,14,군유지
290.25,127.5864977,34.98777978,POINT (127.5864976607824 34.98777978005122),기타문화및집회시설,3,군유지
1119.59,127.58304240000001,34.97689521,POINT (127.5830423910976 34.97689520627912),기타문화및집회시설,21,법인
888.04,127.58255120000001,34.97351353,POINT (127.5825512201934 34.97351353359006),도서관,7,군유지
44.88,127.5775295,34.97314235,POINT (127.577529450471 34.97314234903727),기타문화및집회시설,0,종교단체
24.48,127.57738640000001,34.9732821,POINT (127.5773863768129 34.97328209794533),기타문화및집회시설,0,종교단체
48.86,127.5774699,34.97322352,POINT (127.5774699403019 34.97322351954898),기타문화및집회시설,0,종교단체
7.52,127.57791189999999,34.97332927,POINT (127.5779118884292 34.97332926750445),기타문화및집회시설,0,종교단체
306.52,127.58002809999999,34.96903674,POINT (127.5800280547915 34.96903674386369),기타문화및집회시설,3,종교단체
123.7,127.6395284,34.97459715,POINT (127.6395284152445 34.97459714506778),기타문화및집회시설,0,종교단체
441.2,127.6095034,34.97694166,POINT (127.6095033712222 34.97694166146962),기타문화및집회시설,7,종교단체
471.58,127.6073155,34.97408456,POINT (127.6073154539768 34.97408456010817),도서관,4,군유지
280.06,127.57272659999998,34.98373103,POINT (127.5727266242232 34.98373103197869),도서관,1,"시, 도유지"
31.08,127.5709119,35.09158363,POINT (127.5709119212392 35.09158363220633),기타문화및집회시설,0,종교단체
50.0,127.56225359999999,35.05944421,POINT (127.5622536294959 35.05944421328172),기타문화및집회시설,0,종중
259.7,127.56321799999999,35.05911345,POINT (127.5632179886904 35.0591134497899),기타문화및집회시설,1,기타단체
111.63,127.6081793,35.04648331,POINT (127.6081793278697 35.04648330886332),기타문화및집회시설,0,개인
349.08,127.7688507,34.98547433,POINT (127.7688506666879 34.98547433463763),휴게소,1,법인
79.95,127.7684494,34.98512629,POINT (127.7684494316839 34.98512629448562),휴게소,0,법인
48.0,127.7682997,34.98470653,POINT (127.7682996761106 34.98470652728316),휴게소,0,법인
77.49,127.76906809999998,34.98576671,POINT (127.769068141161 34.98576670883541),휴게소,0,법인
54.0,127.7691831,34.98584074,POINT (127.7691831119503 34.98584074102382),휴게소,0,국유지
2195.59,127.76928249999999,34.98571365,POINT (127.7692824568803 34.98571364562643),휴게소,8,법인
